Can not load response cookies: Illegal key 'session820/qualitor820'
Can not load response cookies: Illegal key 'session820/qualitor820'
Name: CCTV-4, URL: https://global.cgtn.cicc.media.caton.cloud/master/cgtn-america.m3u8$订阅源, Date: None, Resolution: 1920x1080, Response Time: 250 ms
Name: CCTV-9, URL: http://kxrj.site:1333/86/mg.php?id=cctv9$订阅源, Date: None, Resolution: 1280x720, Response Time: 250 ms
Name: CCTV-9, URL: http://124.128.73.58:9901/tsfile/live/0009_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源, Date: None, Resolution: None, Response Time: 1557 ms
Name: CCTV-9, URL: http://124.128.73.58:9901/tsfile/live/0009_1.m3u8$订阅源, Date: None, Resolution: None, Response Time: 1557 ms
Name: CCTV-9, URL: http://58.216.229.130:9901/tsfile/live/0009_1.m3u8$订阅源, Date: None, Resolution: None, Response Time: 517 ms
Name: CCTV-9, URL: http://60.164.128.167:8029/rtp/239.255.30.180:8231$组播源, Date: None, Resolution: 1920x1080, Response Time: 37 ms
Name: CCTV-9, URL: http://dd.ddzb.fun/php/migu.php?id=cctv9$订阅源, Date: None, Resolution: None, Response Time: 596 ms
Name: CCTV-9, URL: http://221.2.148.205:8154/tsfile/live/0009_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源, Date: None, Resolution: None, Response Time: 2165 ms
Name: CCTV-9, URL: http://36.156.94.111/cucc-livod.ks-cdn.gitv.tv/gitv_live/G_CCTV-9-HQ/G_CCTV-9-HQ.m3u8$订阅源, Date: None, Resolution: None, Response Time: 305 ms
Name: CCTV-9, URL: http://123.56.129.203:5431/rtp/225.1.8.109:8032$组播源, Date: None, Resolution: None, Response Time: 2822 ms
Name: CCTV-9, URL: http://58.221.214.82:9901/tsfile/live/0009_1.m3u8$订阅源, Date: None, Resolution: None, Response Time: 399 ms
Name: CCTV-9, URL: http://123.56.129.203:5431/rtp/225.1.8.9:8112$组播源, Date: None, Resolution: None, Response Time: 2822 ms
Name: CCTV-9, URL: http://220.249.114.102:9901/tsfile/live/0009_1.m3u8?key=txiptv&playlive=1&authid=0$湖北酒店源, Date: None, Resolution: None, Response Time: 10668 ms
Name: CCTV-9, URL: http://www.a-1.top:35455/ysptp/cctv9.m3u8$订阅源, Date: None, Resolution: None, Response Time: 8007 ms
Name: CCTV-9, URL: http://183.94.146.109:2222/tsfile/live/0009_1.m3u8?key=txiptv&playlive=1&authid=0$湖北酒店源, Date: None, Resolution: None, Response Time: 1054 ms
Name: CCTV-9, URL: http://14.154.191.109:4022/udp/239.77.0.135:5146$订阅源, Date: None, Resolution: 1920x1080, Response Time: 21 ms
Name: CCTV-9, URL: http://116.226.15.172:9999/udp/239.45.3.4:5140$订阅源, Date: None, Resolution: 1920x1080, Response Time: 250 ms
Name: CCTV-9, URL: http://1b6467f415.iok.la:9931/tsfile/live/1029_1.m3u8$订阅源, Date: None, Resolution: None, Response Time: 3493 ms
Name: CCTV-9, URL: http://122.9.151.210:8088/rtp/238.255.2.155:5999$组播源, Date: None, Resolution: None, Response Time: 3103 ms
Name: CCTV-9, URL: http://61.145.208.64:9003//hls/10/index.m3u8$订阅源, Date: None, Resolution: None, Response Time: 570 ms
Name: CCTV-9, URL: http://61.136.67.238:50085/tsfile/live/0010_1.m3u8$订阅源, Date: None, Resolution: None, Response Time: 978 ms
Name: CCTV-9, URL: http://58.220.219.14:9901/tsfile/live/0009_1.m3u8$订阅源, Date: None, Resolution: None, Response Time: 374 ms
Name: CCTV-9, URL: http://219.159.194.131:8181/tsfile/live/0009_1.m3u8$订阅源, Date: None, Resolution: None, Response Time: 6201 ms
Name: CCTV-9, URL: http://vod.hnqczh.cn:808/hls/17/index.m3u8$订阅源, Date: None, Resolution: None, Response Time: 384 ms
Name: CCTV-9, URL: http://61.136.172.236:9901/tsfile/live/0009_1.m3u8$订阅源, Date: None, Resolution: None, Response Time: 402 ms
Name: CCTV-9, URL: http://120.76.248.139/live/bfgd/4200000128.m3u8$订阅源, Date: None, Resolution: None, Response Time: 436 ms
Name: CCTV-9, URL: http://183.94.146.109:2222/tsfile/live/0009_1.m3u8$订阅源, Date: None, Resolution: None, Response Time: 1054 ms
Name: CCTV-10, URL: http://116.128.242.83:9901/tsfile/live/0011_1.m3u8?key=txiptv&playlive=1&authid=0$北京酒店源, Date: None, Resolution: None, Response Time: 513 ms
Name: CCTV-10, URL: http://61.136.172.236:9901/tsfile/live/0010_1.m3u8?key=txiptv&playlive=1&authid=0$湖北酒店源, Date: None, Resolution: None, Response Time: 402 ms
Name: CCTV-10, URL: http://123.129.70.178:9901/tsfile/live/0010_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源, Date: None, Resolution: None, Response Time: 449 ms
Name: CCTV-10, URL: http://111.31.22.5/cache.ott.fifalive.itv.cmvideo.cn/000000001000/1000000005000265010/index.m3u8?channel-id=ystenlive&Contentid=1000000005000265010&livemode=1&stbId=no$订阅源, Date: None, Resolution: None, Response Time: 325 ms
Name: CCTV-10, URL: http://123.182.60.29:9002/hls/10/index.m3u8$订阅源, Date: None, Resolution: None, Response Time: 631 ms
Name: CCTV-10, URL: http://39.98.201.151:9090/udp/225.1.8.110:8228$订阅源, Date: None, Resolution: None, Response Time: 928 ms
Name: CCTV-10, URL: http://60.255.240.247:8090/live/CCTV-10H265_4000.m3u8$订阅源, Date: None, Resolution: None, Response Time: 470 ms
Name: CCTV-10, URL: http://58.216.229.130:9901/tsfile/live/0010_1.m3u8$订阅源, Date: None, Resolution: None, Response Time: 517 ms
Name: CCTV-10, URL: http://183.66.15.146:60901/tsfile/live/0010_1.m3u8?key=txiptv$订阅源, Date: None, Resolution: None, Response Time: 658 ms
Name: CCTV-10, URL: http://110.52.8.13:808/hls/11/index.m3u8$订阅源, Date: None, Resolution: None, Response Time: 979 ms
Name: CCTV-10, URL: https://api.livednow.org/migu/624878405?sign=gAAAAABnJcJqUD0VJHgW_jpi9fSEDhVqtVpgjlm5l2RFB5crphtq4Lgd1pE-Tc_n_qCmd9kwraXg4RZcc0KxzMy3Ef70prdHPMgkFbuJGwsobC29UUm_Kh7XbBVy-fqPer-IzPfc4oRJ10aPTq5_azxz8u2Qp6Ay2EYOLMg1O-EnQ79eNgaXc-2s1ccgdc5zllFwTrdP0XNkac4cX20eCWKPBULxodi6KQ%3D%3D$订阅源, Date: None, Resolution: 1920x1080, Response Time: 250 ms
Name: CCTV-10, URL: http://112.102.217.173:9003//hls/23/index.m3u8$订阅源, Date: None, Resolution: None, Response Time: 723 ms
Name: CCTV-10, URL: http://60.12.183.46:9901/tsfile/live/0010_1.m3u8?key=txiptv&playlive=0&authid=0$订阅源, Date: None, Resolution: None, Response Time: 865 ms
Name: CCTV-10, URL: http://39.98.201.151:9090/udp/225.1.8.10:8116$订阅源, Date: None, Resolution: None, Response Time: 928 ms
Name: CCTV-10, URL: http://218.13.170.98:9901/tsfile/live/0010_1.m3u8$订阅源, Date: None, Resolution: None, Response Time: 1991 ms
Name: CCTV-10, URL: http://123.138.22.30:9901/tsfile/live/0010_1.m3u8$订阅源, Date: None, Resolution: None, Response Time: 428 ms
Name: CCTV-10, URL: http://111.31.22.5/cache.ott.fifalive.itv.cmvideo.cn/000000001000//1.m3u8?channel-id=ystenlive&Contentid=1000000001000023734&livemode=1&stbId=3$订阅源, Date: None, Resolution: None, Response Time: 325 ms
Name: CCTV-10, URL: http://www.72444165.xyz:5005/itv/ystenlive/1000000005000265010$订阅源, Date: None, Resolution: None, Response Time: 3375 ms
Name: CCTV-10, URL: http://117.27.190.42:9998/tsfile/live/23241_1.m3u8$订阅源, Date: None, Resolution: None, Response Time: 416 ms
Name: CCTV-10, URL: http://116.117.104.39:8096/tsfile/live/0010_1.m3u8$订阅源, Date: None, Resolution: None, Response Time: 439 ms
Name: CCTV-10, URL: http://59.173.243.210:9901/tsfile/live/1010_1.m3u8$订阅源, Date: None, Resolution: None, Response Time: 968 ms
Name: CCTV-10, URL: http://101.23.216.69:8090/hls/18/index.m3u8$订阅源, Date: None, Resolution: None, Response Time: 401 ms
Name: CCTV-10, URL: http://119.36.148.115:59901/tsfile/live/0010_1.m3u8$订阅源, Date: None, Resolution: None, Response Time: 408 ms
Name: CCTV-10, URL: http://111.14.181.15:9901/tsfile/live/0010_1.m3u8$订阅源, Date: None, Resolution: None, Response Time: 493 ms
Name: CCTV-10, URL: http://211.101.247.19:6699/api/migu.php?type=hls&url=cctv10$订阅源, Date: None, Resolution: None, Response Time: 447 ms
Name: CCTV-10, URL: http://111.31.22.5/cache.ott.fifalive.itv.cmvideo.cn/000000001000/5000000010000016738/1.m3u8?channelid=bestzb&Contentid=5000000010000016738&livemode=1&stbId=3$订阅源, Date: None, Resolution: None, Response Time: 325 ms
Name: CCTV-10, URL: http://kxrj.site:1333/86/mg.php?id=cctv10$订阅源, Date: None, Resolution: 1280x720, Response Time: 250 ms
Name: CCTV-10, URL: http://124.128.73.58:9901/tsfile/live/0010_1.m3u8$订阅源, Date: None, Resolution: None, Response Time: 1557 ms
Name: CCTV-10, URL: http://124.128.73.58:9901/tsfile/live/0010_1.m3u8?key=txiptv$订阅源, Date: None, Resolution: None, Response Time: 1557 ms
Name: CCTV-10, URL: http://124.128.73.58:9901/tsfile/live/0010_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源, Date: None, Resolution: None, Response Time: 1557 ms
Name: CCTV-10, URL: http://223.241.247.214:9901/tsfile/live/0010_1.m3u8$订阅源, Date: None, Resolution: None, Response Time: 1511 ms
Name: CCTV-10, URL: http://fangke.blueswords.com:9901/tsfile/live/0010_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源, Date: None, Resolution: None, Response Time: 2422 ms
Name: CCTV-10, URL: http://dd.ddzb.fun/php/migu.php?id=cctv10$订阅源, Date: None, Resolution: None, Response Time: 596 ms
Name: CCTV-10, URL: http://123.56.129.203:5431/rtp/225.1.8.10:8116$组播源, Date: None, Resolution: None, Response Time: 2822 ms
Name: CCTV-10, URL: http://58.17.48.228:808/hls/10/index.m3u8$订阅源, Date: None, Resolution: None, Response Time: 405 ms
Name: CCTV-10, URL: http://36.156.94.111/cucc-livod.ks-cdn.gitv.tv/gitv_live/G_CCTV-10-HQ/G_CCTV-10-HQ.m3u8$订阅源, Date: None, Resolution: None, Response Time: 305 ms
Name: CCTV-10, URL: http://123.56.129.203:5431/rtp/225.1.8.110:8228$组播源, Date: None, Resolution: None, Response Time: 2822 ms
Name: CCTV-10, URL: http://60.164.128.167:8029/rtp/239.255.30.181:8231$组播源, Date: None, Resolution: 1920x1080, Response Time: 37 ms
Name: CCTV-10, URL: http://58.221.214.82:9901/tsfile/live/0010_1.m3u8$订阅源, Date: None, Resolution: None, Response Time: 399 ms
Name: CCTV-10, URL: http://221.2.148.205:8154/tsfile/live/0010_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源, Date: None, Resolution: None, Response Time: 2165 ms
Name: CCTV-10, URL: http://220.249.114.102:9901/tsfile/live/0010_1.m3u8?key=txiptv&playlive=1&authid=0$湖北酒店源, Date: None, Resolution: None, Response Time: 10668 ms
Name: CCTV-10, URL: http://183.94.146.109:2222/tsfile/live/0010_1.m3u8?key=txiptv&playlive=1&authid=0$湖北酒店源, Date: None, Resolution: None, Response Time: 1054 ms
Name: CCTV-10, URL: http://61.136.67.238:50085/tsfile/live/0011_1.m3u8$订阅源, Date: None, Resolution: None, Response Time: 978 ms
Name: CCTV-10, URL: http://vod.hnqczh.cn:808/hls/18/index.m3u8$订阅源, Date: None, Resolution: None, Response Time: 384 ms
Name: CCTV-10, URL: http://61.145.208.64:9003//hls/11/index.m3u8$订阅源, Date: None, Resolution: None, Response Time: 570 ms
Name: CCTV-10, URL: http://219.159.194.131:8181/tsfile/live/0010_1.m3u8$订阅源, Date: None, Resolution: None, Response Time: 6201 ms
Name: CCTV-10, URL: http://116.226.15.172:9999/udp/239.45.3.8:5140$订阅源, Date: None, Resolution: 1920x1080, Response Time: 250 ms
Name: CCTV-10, URL: http://122.9.151.210:8088/rtp/238.255.2.13:5999$组播源, Date: None, Resolution: None, Response Time: 3103 ms
Name: CCTV-10, URL: http://gslbserv.itv.cmvideo.cn/1000000005000265010/1.m3u8?channel-id=ystenlive&Contentid=1000000005000265010&livemode=1&stbId=3$订阅源, Date: None, Resolution: None, Response Time: 783 ms
Name: CCTV-10, URL: http://61.136.172.236:9901/tsfile/live/0010_1.m3u8$订阅源, Date: None, Resolution: None, Response Time: 402 ms
Name: CCTV-10, URL: http://60.210.100.54:352/tsfile/live/0010_1.m3u8$订阅源, Date: None, Resolution: None, Response Time: 1185 ms
Name: CCTV-10, URL: http://14.154.191.109:4022/udp/239.77.0.134:5146$订阅源, Date: None, Resolution: 1920x1080, Response Time: 21 ms
Name: CCTV-11, URL: http://61.136.172.236:9901/tsfile/live/0011_1.m3u8?key=txiptv&playlive=1&authid=0$湖北酒店源, Date: None, Resolution: None, Response Time: 402 ms
Name: CCTV-11, URL: http://116.128.242.83:9901/tsfile/live/0012_1.m3u8?key=txiptv&playlive=1&authid=0$北京酒店源, Date: None, Resolution: None, Response Time: 513 ms
Name: CCTV-11, URL: http://101.23.216.69:8090/hls/19/index.m3u8$订阅源, Date: None, Resolution: None, Response Time: 401 ms
Name: CCTV-11, URL: http://117.27.190.42:9998/tsfile/live/23242_1.m3u8$订阅源, Date: None, Resolution: None, Response Time: 416 ms
Name: CCTV-11, URL: http://211.101.247.19:6699/api/migu.php?type=hls&url=cctv11$订阅源, Date: None, Resolution: None, Response Time: 447 ms
Name: CCTV-11, URL: http://183.3.134.56:9901/tsfile/live/0011_1.m3u8$订阅源, Date: None, Resolution: None, Response Time: 380 ms
Name: CCTV-11, URL: http://111.31.22.5/cache.ott.fifalive.itv.cmvideo.cn/000000001000/1000000005000265011/index.m3u8?channel-id=ystenlive&Contentid=1000000005000265011&livemode=1&stbId=no$订阅源, Date: None, Resolution: None, Response Time: 325 ms
Name: CCTV-11, URL: https://api.olelive.com/dis/live/CCTV11HD/hls.m3u8$订阅源, Date: None, Resolution: 1920x1080, Response Time: 250 ms
Name: CCTV-11, URL: http://123.182.60.29:9002/hls/11/index.m3u8$订阅源, Date: None, Resolution: None, Response Time: 631 ms
Name: CCTV-11, URL: http://218.13.170.98:9901/tsfile/live/0011_1.m3u8$订阅源, Date: None, Resolution: None, Response Time: 1991 ms
Name: CCTV-11, URL: http://www.72444165.xyz:5005/itv/ystenlive/1000000005000265011$订阅源, Date: None, Resolution: None, Response Time: 3375 ms
Name: CCTV-11, URL: http://123.129.70.178:9901/tsfile/live/0011_1.m3u8$订阅源, Date: None, Resolution: None, Response Time: 449 ms
Name: CCTV-11, URL: http://1732e975z9.zicp.fun:8082/hls/12/index.m3u8$订阅源, Date: None, Resolution: None, Response Time: 618 ms
Name: CCTV-11, URL: http://111.31.22.5/cache.ott.fifalive.itv.cmvideo.cn/000000001000/5000000011000031106/1.m3u8?channel-id=bestzb&Contentid=5000000011000031106&livemode=1&stbId=3$订阅源, Date: None, Resolution: None, Response Time: 325 ms
Name: CCTV-11, URL: http://123.129.70.178:9901/tsfile/live/0011_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源, Date: None, Resolution: None, Response Time: 449 ms
Name: CCTV-11, URL: https://api.livednow.org/migu/667987558?sign=gAAAAABnJcJq0uxG3wXdtrtqiIBCWRnKBVOa5nG_MrcR-XE_FxKhhSx7qj7d71b67HWtpFnV2yWlbi0DB4eVSBIi6y6ATRTRy-BAzHYzmANZxHCzKfrpNUunkDnLY0q7rIKTNSg3JuHII5wLmoBSDoeTzc8Tt6xXcUd5Hv-oHFU6L8gBAJjtBl6u0vGjL4NCXzTdg5rTNQf-Lx3S3ew-DiWy1XnrFEc26g%3D%3D$订阅源, Date: None, Resolution: 1920x1080, Response Time: 250 ms
Name: CCTV-11, URL: http://39.98.201.151:9090/udp/225.1.8.111:8040$订阅源, Date: None, Resolution: None, Response Time: 928 ms
Name: CCTV-11, URL: http://58.220.219.14:9901/tsfile/live/0011_1.m3u8$订阅源, Date: None, Resolution: None, Response Time: 374 ms
Name: CCTV-11, URL: http://60.255.240.247:8090/live/CCTV-11-H265_4000.m3u8$订阅源, Date: None, Resolution: None, Response Time: 470 ms
Name: CCTV-11, URL: http://110.53.218.182:9902/tsfile/live/0011_1.m3u8$订阅源, Date: None, Resolution: None, Response Time: 388 ms
Name: CCTV-11, URL: http://110.52.8.13:808/hls/12/index.m3u8$订阅源, Date: None, Resolution: None, Response Time: 979 ms
Name: CCTV-11, URL: http://111.61.236.247:9081/hls/11/index.m3u8$订阅源, Date: None, Resolution: None, Response Time: 561 ms
Name: CCTV-11, URL: http://111.31.22.5/cache.ott.fifalive.itv.cmvideo.cn/000000001000//1.m3u8?channel-id=ystenlive&Contentid=1000000005000265011&livemode=1&stbId=3$订阅源, Date: None, Resolution: None, Response Time: 325 ms
Name: CCTV-11, URL: http://123.166.61.70:8003/hls/43/index.m3u8$订阅源, Date: None, Resolution: None, Response Time: 463 ms
Name: CCTV-11, URL: http://222.243.221.54:9901/tsfile/live/0011_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源, Date: None, Resolution: None, Response Time: 434 ms
Name: CCTV-11, URL: http://123.138.22.30:9901/tsfile/live/0011_1.m3u8$订阅源, Date: None, Resolution: None, Response Time: 428 ms
Name: CCTV-11, URL: http://116.117.104.39:8096/tsfile/live/0011_1.m3u8$订阅源, Date: None, Resolution: None, Response Time: 439 ms
Name: CCTV-11, URL: http://112.102.217.173:9003//hls/24/index.m3u8$订阅源, Date: None, Resolution: None, Response Time: 723 ms
Name: CCTV-11, URL: http://111.14.181.15:9901/tsfile/live/0011_1.m3u8$订阅源, Date: None, Resolution: None, Response Time: 493 ms
Name: CCTV-11, URL: http://60.12.183.46:9901/tsfile/live/0011_1.m3u8?key=txiptv&playlive=0&authid=0$订阅源, Date: None, Resolution: None, Response Time: 865 ms
Name: CCTV-11, URL: http://183.66.15.146:60901/tsfile/live/0011_1.m3u8?key=txiptv$订阅源, Date: None, Resolution: None, Response Time: 658 ms
Name: CCTV-11, URL: http://39.98.201.151:9090/udp/225.1.8.73:8120$订阅源, Date: None, Resolution: None, Response Time: 928 ms
Name: CCTV-11, URL: http://121.33.239.242:9901/tsfile/live/0011_1.m3u8$订阅源, Date: None, Resolution: None, Response Time: 935 ms
Name: CCTV-11, URL: http://kxrj.site:1333/86/mg.php?id=cctv11$订阅源, Date: None, Resolution: 1280x720, Response Time: 250 ms
Name: CCTV-11, URL: http://223.241.247.214:9901/tsfile/live/0011_1.m3u8?key=txiptv&playlive=0&authid=0$订阅源, Date: None, Resolution: None, Response Time: 1511 ms
Name: CCTV-11, URL: http://124.128.73.58:9901/tsfile/live/0011_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源, Date: None, Resolution: None, Response Time: 1557 ms
Name: CCTV-11, URL: http://fangke.blueswords.com:9901/tsfile/live/0011_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源, Date: None, Resolution: None, Response Time: 2422 ms
Name: CCTV-11, URL: http://124.128.73.58:9901/tsfile/live/0011_1.m3u8$订阅源, Date: None, Resolution: None, Response Time: 1557 ms
Name: CCTV-11, URL: http://223.241.247.214:9901/tsfile/live/0011_1.m3u8$订阅源, Date: None, Resolution: None, Response Time: 1511 ms
Name: CCTV-11, URL: http://36.156.94.111/cucc-livod.ks-cdn.gitv.tv/gitv_live/G_CCTV-11-HQ/G_CCTV-11-HQ.m3u8$订阅源, Date: None, Resolution: None, Response Time: 305 ms
Name: CCTV-11, URL: http://119.163.199.98:9901/tsfile/live/0011_1.m3u8$订阅源, Date: None, Resolution: None, Response Time: 2301 ms
Name: CCTV-11, URL: http://123.56.129.203:5431/rtp/225.1.8.73:8120$组播源, Date: None, Resolution: None, Response Time: 2822 ms
Name: CCTV-11, URL: http://58.48.37.158:1111/tsfile/live/0011_1.m3u8$订阅源, Date: None, Resolution: None, Response Time: 401 ms
Name: CCTV-11, URL: http://61.145.208.64:9003//hls/12/index.m3u8$订阅源, Date: None, Resolution: None, Response Time: 570 ms
Name: CCTV-11, URL: http://dd.ddzb.fun/php/migu.php?id=cctv11$订阅源, Date: None, Resolution: None, Response Time: 596 ms
Name: CCTV-11, URL: http://60.164.128.167:8029/rtp/239.255.30.62:8231$组播源, Date: None, Resolution: 1920x1080, Response Time: 37 ms
Name: CCTV-11, URL: http://59.173.243.210:9901/tsfile/live/1011_1.m3u8$订阅源, Date: None, Resolution: None, Response Time: 968 ms
Name: CCTV-11, URL: http://123.56.129.203:5431/rtp/225.1.8.111:8040$组播源, Date: None, Resolution: None, Response Time: 2822 ms
Name: CCTV-11, URL: http://58.221.214.82:9901/tsfile/live/0011_1.m3u8$订阅源, Date: None, Resolution: None, Response Time: 399 ms
Name: CCTV-11, URL: http://221.2.148.205:8154/tsfile/live/0011_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源, Date: None, Resolution: None, Response Time: 2165 ms
Name: CCTV-11, URL: http://220.249.114.102:9901/tsfile/live/0011_1.m3u8?key=txiptv&playlive=1&authid=0$湖北酒店源, Date: None, Resolution: None, Response Time: 10668 ms
Name: CCTV-11, URL: http://183.94.146.109:2222/tsfile/live/0011_1.m3u8?key=txiptv&playlive=1&authid=0$湖北酒店源, Date: None, Resolution: None, Response Time: 1054 ms
Name: CCTV-11, URL: http://116.226.15.172:9999/udp/239.45.1.196:5140$订阅源, Date: None, Resolution: 1920x1080, Response Time: 250 ms
Name: CCTV-11, URL: http://14.154.191.109:4022/udp/239.77.1.238:5146$订阅源, Date: None, Resolution: 1920x1080, Response Time: 21 ms
Name: CCTV-11, URL: http://111.31.22.5/cache.ott.fifalive.itv.cmvideo.cn/000000001000/5000000011000031106/index.m3u8?channel-id=bestzb&Contentid=5000000011000031106&livemode=1&stbId=no$订阅源, Date: None, Resolution: None, Response Time: 325 ms
Name: CCTV-11, URL: http://58.216.229.130:9901/tsfile/live/0011_1.m3u8$订阅源, Date: None, Resolution: None, Response Time: 517 ms
Name: CCTV-11, URL: http://122.9.151.210:8088/rtp/238.255.2.14:5999$组播源, Date: None, Resolution: None, Response Time: 3103 ms
Name: CCTV-11, URL: http://119.36.148.115:59901/tsfile/live/0011_1.m3u8$订阅源, Date: None, Resolution: None, Response Time: 408 ms
Name: CCTV-11, URL: http://61.136.172.236:9901/tsfile/live/0011_1.m3u8$订阅源, Date: None, Resolution: None, Response Time: 402 ms
Name: CCTV-11, URL: http://219.159.194.131:8181/tsfile/live/0011_1.m3u8$订阅源, Date: None, Resolution: None, Response Time: 6201 ms
Name: CCTV-11, URL: http://222.241.154.37:9901/tsfile/live/23011_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源, Date: None, Resolution: None, Response Time: 807 ms
Name: CCTV-12, URL: http://61.136.172.236:9901/tsfile/live/0012_1.m3u8?key=txiptv&playlive=1&authid=0$湖北酒店源, Date: None, Resolution: None, Response Time: 402 ms
Name: CCTV-12, URL: http://116.128.242.83:9901/tsfile/live/0013_1.m3u8?key=txiptv&playlive=1&authid=0$北京酒店源, Date: None, Resolution: None, Response Time: 513 ms
Name: CCTV-12, URL: http://101.23.216.69:8090/hls/20/index.m3u8$订阅源, Date: None, Resolution: None, Response Time: 401 ms
Name: CCTV-12, URL: http://110.80.17.38:9901/tsfile/live/0012_1.m3u8?key=txiptv$订阅源, Date: None, Resolution: None, Response Time: 465 ms
Name: CCTV-12, URL: http://123.138.22.30:9901/tsfile/live/0012_1.m3u8$订阅源, Date: None, Resolution: None, Response Time: 428 ms
Name: CCTV-12, URL: http://211.101.247.19:6699/api/migu.php?type=hls&url=cctv12$订阅源, Date: None, Resolution: None, Response Time: 447 ms
Name: CCTV-12, URL: http://39.98.201.151:9090/udp/225.1.8.12:8124$订阅源, Date: None, Resolution: None, Response Time: 928 ms
Name: CCTV-12, URL: http://59.173.243.210:9901/tsfile/live/0012_1.m3u8$订阅源, Date: None, Resolution: None, Response Time: 968 ms
Name: CCTV-12, URL: http://www.72444165.xyz:5005/itv/ystenlive/1000000005000265012$订阅源, Date: None, Resolution: None, Response Time: 3375 ms
Name: CCTV-12, URL: http://123.129.70.178:9901/tsfile/live/0012_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源, Date: None, Resolution: None, Response Time: 449 ms
Name: CCTV-12, URL: http://123.182.60.29:9002/hls/12/index.m3u8$订阅源, Date: None, Resolution: None, Response Time: 631 ms
Name: CCTV-12, URL: http://119.36.148.115:59901/tsfile/live/0012_1.m3u8$订阅源, Date: None, Resolution: None, Response Time: 408 ms
Name: CCTV-12, URL: http://112.102.217.173:9003//hls/25/index.m3u8$订阅源, Date: None, Resolution: None, Response Time: 723 ms
Name: CCTV-12, URL: http://39.98.201.151:9090/udp/225.1.8.112:8232$订阅源, Date: None, Resolution: None, Response Time: 928 ms
Name: CCTV-12, URL: http://111.31.22.5/cache.ott.fifalive.itv.cmvideo.cn/000000001000/6000000001000022586/1.m3u8?channel-id=wasusyt&Contentid=6000000001000022586&livemode=1&stbId=3$订阅源, Date: None, Resolution: None, Response Time: 325 ms
Name: CCTV-12, URL: http://123.129.70.178:9901/tsfile/live/0012_1.m3u8$订阅源, Date: None, Resolution: None, Response Time: 449 ms
Name: CCTV-12, URL: http://58.216.229.130:9901/tsfile/live/0012_1.m3u8$订阅源, Date: None, Resolution: None, Response Time: 517 ms
Name: CCTV-12, URL: http://218.77.81.186:9901/tsfile/live/0012_1.m3u8$订阅源, Date: None, Resolution: None, Response Time: 403 ms
Name: CCTV-12, URL: http://116.117.104.39:8096/tsfile/live/0012_1.m3u8$订阅源, Date: None, Resolution: None, Response Time: 439 ms
Name: CCTV-12, URL: http://111.31.22.5/cache.ott.fifalive.itv.cmvideo.cn/000000001000/1000000005000265012/index.m3u8?channel-id=ystenlive&Contentid=1000000005000265012&livemode=1&stbId=no$订阅源, Date: None, Resolution: None, Response Time: 325 ms
Name: CCTV-12, URL: http://110.52.8.13:808/hls/13/index.m3u8$订阅源, Date: None, Resolution: None, Response Time: 979 ms
Name: CCTV-12, URL: http://183.66.15.146:60901/tsfile/live/0012_1.m3u8?key=txiptv$订阅源, Date: None, Resolution: None, Response Time: 658 ms
Name: CCTV-12, URL: http://60.12.183.46:9901/tsfile/live/0012_1.m3u8?key=txiptv&playlive=0&authid=0$订阅源, Date: None, Resolution: None, Response Time: 865 ms
Name: CCTV-12, URL: http://60.255.240.247:8090/live/CCTV-12H265_4000.m3u8$订阅源, Date: None, Resolution: None, Response Time: 470 ms
Name: CCTV-12, URL: http://116.9.204.242:9901/tsfile/live/0012_1.m3u8$订阅源, Date: None, Resolution: None, Response Time: 398 ms
Name: CCTV-12, URL: http://218.13.170.98:9901/tsfile/live/0012_1.m3u8$订阅源, Date: None, Resolution: None, Response Time: 1991 ms
Name: CCTV-12, URL: http://202.100.46.58:9901/tsfile/live/1011_1.m3u8$订阅源, Date: None, Resolution: None, Response Time: 428 ms
Name: CCTV-12, URL: http://111.31.22.5/cache.ott.fifalive.itv.cmvideo.cn/000000001000//1.m3u8?channel-id=ystenlive&Contentid=1000000001000032494&livemode=1&stbId=3$订阅源, Date: None, Resolution: None, Response Time: 325 ms
Name: CCTV-12, URL: http://219.147.200.9:18080/newlive/live/hls/12/live.m3u8$订阅源, Date: None, Resolution: None, Response Time: 3217 ms
